公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
成都大宏立机器股份有限公司,--,--,1.03亿,1717.73万,794,2020-08-24,--,破碎设备、筛分设备、输送机设备
安克创新科技股份有限公司,--,--,24.27亿,2.14亿,2144,2020-08-24,--,充电类产品、无线音频类产品、智能创新类产品
圣元环保股份有限公司,--,--,2.65亿,1.23亿,1253,2020-08-24,--,垃圾焚烧发电、污水处理
深圳市杰美特科技股份有限公司,--,--,1.57亿,1381.94万,1211,2020-08-24,--,智能手机保护类产品、平板电脑保护类产品、手表保护类产品
康泰医学系统(秦皇岛)股份有限公司,--,--,2.60亿,1.15亿,1347,2020-08-24,--,血氧类、监护类、超声类、心电类、血压类、其他类
深圳欧陆通电子股份有限公司,--,--,5.11亿,3401.66万,4372,2020-08-24,--,电源适配器、服务器电源
武汉回盛生物科技股份有限公司,--,--,3.13亿,6345.73万,684,2020-08-24,--,原料药、化药制剂、中药制剂、饲料及添加剂
天阳宏业科技股份有限公司,--,--,3.92亿,1175.84万,6808,2020-08-24,--,技术开发业务、技术服务业务、咨询服务业务、系统集成业务
江苏海晨物流股份有限公司,--,--,3.04亿,6602.00万,1332,2020-08-24,--,现代综合物流服务、关务服务
天津捷强动力装备股份有限公司,--,--,617.98万,360.09万,267,2020-08-24,--,液压动力系统、防护装具充电器及电池组
广东蒙泰高新纤维股份有限公司,--,--,9101.57万,2724.87万,276,2020-08-24,--,丙纶长丝
安徽金春无纺布股份有限公司,--,--,2.41亿,4897.67万,641,2020-08-24,--,非织造布
浙江维康药业股份有限公司,--,--,1.32亿,2037.16万,1049,2020-08-24,--,中成药、西药
宁波大叶园林设备股份有限公司,--,--,5.44亿,4039.59万,1058,2020-09-01,--,割草机、打草机/割灌机、其他动力机械
宁波迦南智能电气股份有限公司,--,--,7892.52万,1533.53万,389,2020-09-01,--,智能电表、用电信息采集终端、物联网模组、电能计量箱
盛德鑫泰新材料股份有限公司,--,--,2.06亿,1170.44万,534,2020-09-01,--,合金钢无缝钢管、不锈钢无缝钢管、碳钢钢管
浙江万胜智能科技股份有限公司,--,--,7143.32万,845.60万,560,2020-09-10,--,智能电表、用电信息采集系统
龙利得智能科技股份有限公司,--,--,1.60亿,1230.74万,516,2020-09-10,--,纸箱、纸板、原纸
厦门狄耐克智能科技股份有限公司,--,--,1.42亿,2211.05万,1069,2020-11-12,--,楼宇对讲、智能家居、医护对讲
扬州海昌新材股份有限公司,--,--,7068.04万,2409.22万,248,2020-09-10,--,电动工具零部件、汽车零部件、家电零部件、办公设备零部件
安徽华业香料股份有限公司,--,--,5270.54万,616.13万,243,2020-09-16,--,丙位内酯系列合成香料、丁位内酯系列合成香料
谱尼测试集团股份有限公司,--,--,3.12亿,-4256.75万,6557,2020-09-16,--,技术服务
稳健医疗用品股份有限公司,--,--,22.69亿,4.81亿,12389,2020-09-17,--,医用耗材板块、健康生活消费品板块
深圳爱克莱特科技股份有限公司,--,--,1.40亿,-504.37万,1615,2020-09-16,--,道路照明灯具系列、智能灯带、智能照明
深圳市翔丰华科技股份有限公司,--,--,1.56亿,2010.72万,352,2020-09-17,--,石墨负极材料
广东惠云钛业股份有限公司,--,--,3.19亿,4459.01万,1073,2020-09-17,--,钛白粉
品渥食品股份有限公司,--,--,3.18亿,3003.51万,396,2020-09-24,--,自有品牌产品、合作品牌产品、代理品牌产品
浙江松原汽车安全系统股份有限公司,--,--,1.61亿,2547.87万,683,2020-09-24,--,汽车安全带总成产品、特殊座椅安全装置
火星人厨具股份有限公司,--,--,3.49亿,4421.37万,1895,2020-12-31,--,新型厨房电器产品
北京铜牛信息科技股份有限公司,--,--,5867.36万,831.47万,190,2020-09-24,--,互联网数据中心服务、云服务、互联网接入服务、互联网数据中心及云平台信息系统集成服务、应用软件开发服务
爱美客技术发展股份有限公司,--,--,2.59亿,1.66亿,388,2020-09-28,--,溶液类注射产品、凝胶类注射产品、面部埋植线、化妆品
杭州山科智能科技股份有限公司,--,--,6809.68万,864.74万,471,2020-09-28,--,智能远传水表类产品、水务管网现场控制机
熊猫乳品集团股份有限公司,--,--,1.97亿,1661.97万,541,2020-10-16,--,浓缩乳制品、乳品贸易
上海凯鑫分离技术股份有限公司,--,--,2548.26万,-212.06万,87,2020-10-16,--,工业流体分离解决方案、零部件及耗材
广联航空工业股份有限公司,--,--,1501.27万,-182.73万,634,2020-10-29,--,航空工装、航空零部件、无人机
浙江中胤时尚股份有限公司,--,--,1.27亿,1931.93万,196,2020-10-29,--,鞋履设计业务、图案设计业务、供应链整合业务
国安达股份有限公司,--,--,4318.16万,401.24万,358,2020-10-29,--,自动灭火装置及系统、五金件及其他
广东科翔电子科技股份有限公司,--,--,4.47亿,1424.63万,2629,2020-11-05,--,PCB制造
苏州宝丽迪材料科技股份有限公司,--,--,1.77亿,2746.68万,387,2020-11-05,--,纤维母粒
江西日月明测控科技股份有限公司,--,--,2250.15万,856.28万,141,2020-11-05,--,轨道几何状态检测、轨道表面质量检测、轨道结构部件巡检、检定平台系列、轨道精测精调服务
康平科技(苏州)股份有限公司,--,--,2.94亿,1172.20万,2065,2020-11-18,--,电动工具用电机、电动工具整机、电动工具其他零配件
仲景食品股份有限公司,--,--,2.07亿,4052.21万,902,2020-11-23,--,调味食品、调味配料
深圳市汇创达科技股份有限公司,--,--,1.62亿,2450.11万,1312,2020-11-18,--,导光结构件及组件、精密开关结构件及组件
新乡市瑞丰新材料股份有限公司,--,--,2.47亿,5886.73万,633,2020-11-27,--,润滑油添加剂、无碳纸显色剂
浙江亿田智能厨电股份有限公司,--,--,1.51亿,2941.60万,1154,2020-12-03,--,集成灶、吸油烟机、燃气灶、集成水槽、洗碗机
凯龙高科技股份有限公司,--,--,2.79亿,1385.19万,1435,2020-12-07,--,柴油机选择性催化还原系统（SCR系统）、柴油机颗粒捕集系统（DOC+DPF、DPF）、气体机尾气后处理系统
浙江兆龙互连科技股份有限公司,--,--,3.15亿,1965.76万,1085,2020-12-07,--,数据电缆、专用电缆、连接产品
上海海融食品科技股份有限公司,--,--,1.57亿,1641.52万,766,2020-12-02,--,植脂奶油、果酱、巧克力
深圳朗特智能控制股份有限公司,--,--,2.04亿,3304.25万,1244,2020-12-02,--,智能控制器、智能产品
深圳市特发服务股份有限公司,--,--,3.83亿,2879.17万,8758,2020-12-21,--,综合物业管理服务业务、政务服务业务、增值服务业务
山东南山智尚科技股份有限公司,--,--,2.98亿,2396.02万,5328,2020-12-22,--,精纺呢绒业务、服装业务、防护产品
中伟新材料股份有限公司,--,--,36.90亿,2.12亿,2977,2020-12-23,--,三元前驱体、四氧化三钴
浙江润阳新材料科技股份有限公司,--,--,1.07亿,2644.22万,665,2020-12-25,--,IXPE产品
南凌科技股份有限公司,--,--,1.28亿,1687.23万,341,2020-12-22,--,增值电信业务(IPVPN)经营、第二类增值电信业务(因特网接入)经营、计算机信息系统集成
秦皇岛天秦装备制造股份有限公司,--,--,4108.84万,1564.33万,192,2020-12-25,--,专用防护装置、装备零部件、数码喷印设备及耗材、技术服务、销售材料
研奥电气股份有限公司,--,--,7590.69万,1322.85万,642,2020-12-24,--,车辆电气设备、检修业务、线束业务
深圳市法本信息技术股份有限公司,--,--,6.41亿,2101.91万,13335,2020-12-30,--,软件技术外包服务
江苏博俊工业科技股份有限公司,--,--,1.30亿,1064.12万,944,2021-01-07,--,零部件、仪表台骨架、上车身件、下车身件、商品模具
南通江天化学股份有限公司,--,--,1.72亿,2158.97万,193,2021-01-07,--,"颗粒多聚甲醛、甲醛、超高纯氯甲烷、1,3,5-三丙烯酰基六氢-均三嗪"
华安鑫创控股(北京)股份有限公司,--,--,1.30亿,427.90万,157,2021-01-06,--,核心显示器件定制、软件系统开发、通用器件销售
安徽华骐环保科技股份有限公司,--,--,1.60亿,1108.86万,504,2021-01-20,--,城市水环境治理综合治理、黑臭水体治理、村镇水环境治理
杭州屹通新材料股份有限公司,--,--,1.21亿,1863.54万,179,2021-01-21,--,高性能纯铁粉、合金钢粉、添加剂用铁粉
通用电梯股份有限公司,--,--,6168.03万,545.57万,376,2021-01-21,--,乘客电梯、医用电梯、观光电梯、既有建筑加装电梯、家用电梯、载货电梯、汽车电梯、杂物电梯、商用自动扶梯、重载公交型自动扶梯、自动人行道
三友联众集团股份有限公司,--,--,3.43亿,2594.43万,3210,2021-01-22,--,通用功率继电器、磁保持继电器、汽车继电器、新能源继电器
中辰电缆股份有限公司,--,--,4.64亿,1459.39万,774,2021-01-22,--,电力电缆、裸导线、电气装备用电线电缆、电缆附件
北京盈建科软件股份有限公司,--,--,1625.55万,-267.85万,192,2021-01-20,--,YJK建筑结构设计软件系统
常州中英科技股份有限公司,--,--,4582.11万,906.70万,131,2021-01-26,--,高频覆铜板、高频聚合物基复合材料
四川合纵药易购医药股份有限公司,--,--,8.31亿,129.39万,759,2021-01-27,--,西药、中成药、中药饮片、食品和保健食品、医疗器械、非药品
深圳信测标准技术服务股份有限公司,--,--,7692.59万,1196.31万,899,2021-01-27,--,可靠性检测、理化检测、电磁兼容检测、产品安全检测
深圳秋田微电子股份有限公司,--,--,2.15亿,1037.28万,1994,2021-01-28,--,单色液晶显示器、单色液晶显示模组、彩色液晶显示模组、电容式触摸屏
深圳市南极光电子科技股份有限公司,--,--,3.06亿,790.20万,1956,2021-02-03,--,LED背光显示模组
福建创识科技股份有限公司,--,--,8034.02万,1630.89万,242,2021-02-09,--,提供电子支付业务IT系统解决方案
深圳市易瑞生物技术股份有限公司,--,--,1.47亿,8759.94万,476,2021-02-09,--,食品安全快速检测试产品、体外诊断快速检测（POCT）产品
浙江春晖智能控制股份有限公司,--,--,1.27亿,1527.60万,574,2021-02-10,--,油气控制产品线、燃气控制产品线、供热控制产品线、空调控制产品线、内燃机配件产品线
曼卡龙珠宝股份有限公司,--,--,3.59亿,2338.16万,680,2021-02-10,--,素金饰品、镶嵌饰品
福建恒而达新材料股份有限公司,--,--,1.03亿,3466.45万,536,2021-02-08,--,金属切削工具、配套智能数控装备
上海德必文化创意产业发展(集团)股份有限公司,--,--,2.21亿,2237.43万,461,2021-02-10,--,商务服务业
青岛冠中生态股份有限公司,--,--,4033.48万,857.93万,259,2021-02-25,--,植被恢复、水环境治理、综合性治理、园林绿化、市政公用
深圳奥雅设计股份有限公司,--,--,1.06亿,856.02万,1437,2021-02-26,--,社区类产品、商业空间类产品、市政类产品、旅游类产品
青岛德固特节能装备股份有限公司,--,--,4043.63万,862.11万,304,2021-03-03,--,节能换热装备、粉体及其他环保装备、专用定制装备
深圳市博硕科技股份有限公司,--,--,1.40亿,4937.21万,925,2021-02-26,--,电子产品功能性器件、夹治具及自动化设备
江苏恒辉安防股份有限公司,--,--,2.12亿,1977.27万,1270,2021-03-11,--,功能性安全防护手套、普通安全防护手套、其他防护用品
宁波震裕科技股份有限公司,--,--,5.12亿,4139.18万,2219,2021-03-18,--,模具、配件、修模改模、电机铁芯、动力锂电池精密结构件
嘉亨家化股份有限公司,--,--,2.51亿,2079.64万,2023,2021-03-24,--,化妆品、家庭护理产品、塑料包装容器
安徽英力电子科技股份有限公司,--,--,3.59亿,1712.52万,2552,2021-03-26,--,结构件模组、笔记本电脑结构件配套精密模具
云南贝泰妮生物科技集团股份有限公司,--,--,5.07亿,7901.47万,1905,2021-03-25,--,护肤品、医疗器械、彩妆、服务及其他
北京建工环境修复股份有限公司,--,--,2.23亿,1623.77万,450,2021-03-29,--,土壤及地下水修复、水环境和矿山等生态修复
无锡线上线下通讯信息技术股份有限公司,--,--,3.34亿,2094.36万,126,2021-03-22,--,移动信息服务
深圳通业科技股份有限公司,--,--,4736.42万,452.94万,441,2021-03-29,--,电源产品、智能控制产品、电机及风机、检修服务
深水海纳水务集团股份有限公司,--,--,7089.09万,430.49万,753,2021-03-30,--,工业污水处理、优质供水
中金辐照股份有限公司,--,--,6855.13万,2329.53万,564,2021-04-09,--,医疗保健产品辐照灭菌、食品辐照灭菌、药品辐照灭菌、包装材料辐照灭菌
上海中洲特种合金材料股份有限公司,--,--,1.40亿,566.53万,647,2021-04-09,--,铸造高温耐蚀合金、变形高温耐蚀合金、特种合金焊材、表面堆焊服务
恒宇信通航空装备(北京)股份有限公司,--,--,4351.94万,2053.97万,111,2021-04-02,--,航空电子产品
湖北共同药业股份有限公司,--,--,1.42亿,1512.80万,439,2021-04-09,--,甾体激素起始物料、医药中间体
宁夏晓鸣农牧股份有限公司,--,--,1.48亿,1732.22万,1440,2021-04-13,--,父母代种雏鸡、商品代雏鸡及其副产品、商品代育成鸡
广东格林精密部件股份有限公司,--,--,3.14亿,3130.56万,4654,2021-04-15,--,智能终端精密结构件、精密模具
宁波恒帅股份有限公司,--,--,1.36亿,2889.44万,644,2021-04-12,--,微电机、汽车清洗泵、清洗系统
江苏华绿生物科技股份有限公司,--,--,1.39亿,3083.35万,1584,2021-04-12,--,鲜品食用菌
襄阳博亚精工装备股份有限公司,--,--,8549.16万,2100.97万,702,2021-04-15,--,板带成形加工精密装备、关键零部件
福建万辰生物科技股份有限公司,--,--,1.03亿,2319.73万,1002,2021-04-19,--,食用菌
立高食品股份有限公司,--,--,5.79亿,7315.32万,2709,2021-04-15,--,烘焙食品原料、冷冻烘焙食品
南京商络电子股份有限公司,--,--,10.40亿,5582.23万,536,2021-04-21,--,电子元器件
东莞市达瑞电子股份有限公司,--,--,2.91亿,5472.88万,2803,2021-04-19,--,消费电子功能性器件、可穿戴电子产品结构性器件、3C智能装配自动化设备
深圳瑞捷工程咨询股份有限公司,--,--,9823.00万,-240.62万,1919,2021-04-20,--,工程评估服务、驻场管理服务、管理咨询服务
广东东箭汽车科技股份有限公司,--,--,3.91亿,5145.71万,2999,2021-04-26,--,车侧承载装饰系统产品、车辆前后防护系统产品、车载互联智能机电系统产品、车顶装载系统产品、车辆其他系统产品
